"";"ingreso_mensual";"monto_prestamo";"plazo_meses";"score_crediticio";"edad";"trabajo";"cuota"
"31";3153,09088431907;19317,2718260704;24;639,400536325646;35;"informal";782,593588678378
"32";3612,91891892059;13846,1709817263;12;642,252561099596;27;"formal";1040,15283088777
"33";3137,32860827756;28374,7776469433;12;577,134919684683;38;"monotributo";2222,63778871624
"34";2831,89452976107;19361,6878383355;12;723,52846115352;30;"informal";1379,80595560602
"35";2104,07132353891;31207,7390959173;48;545,632988069946;48;"informal";635,113909269378
"36";4021,94365521081;20919,6469704536;36;665,861944999953;63;"monotributo";564,349021184429
"37";2320,11144534924;16815,1307213913;36;548,684392214925;36;"formal";508,657884791046
"38";3368,88091815306;31910,6887076046;12;614,530408325335;21;"formal";2439,71731038827
"39";2737,9926967137;19083,1871350861;48;746,6084056999;35;"monotributo";388,260901548481
"40";1700,2375971927;18968,1290376473;36;677,634917653526;21;"informal";501,489271130323
"41";3705,19571874839;19986,6963934085;24;560,303096706234;37;"informal";866,308598860005
"42";3152,51358400697;21167,8997922228;24;550,970127630818;37;"formal";892,518140024574
"43";2096,21772867302;23030,524770736;12;739,199818341079;52;"formal";1637,11656259498
"44";3032,24349422081;19725,7919879054;48;622,240707287372;26;"informal";369,091974677598
"45";3008,49777273744;24635,9004019887;48;659,966316889352;24;"informal";513,107813828717
"46";2729,99860203329;21102,1618655169;48;707,033460588065;31;"informal";414,318193588535
"47";2409,49954047699;13560,5305909257;12;684,929357828586;41;"formal";1015,25148762172
"48";3877,76478820072;13864,9403733736;24;675,775941265455;58;"informal";526,284028396197
"49";2941,92903014105;24862,7746713697;24;727,58900184709;52;"formal";935,054698203601
"50";3123,44043544167;20509,8268505395;48;665,829691778309;22;"formal";452,647194354853
"51";5056,86067329029;9832,7608674461;36;700,988000449497;57;"informal";269,442469527062
"52";1981,31737762175;25141,1859842548;48;543,021960628048;59;"monotributo";517,659504427644
"53";2039,42301931149;22450,1753651672;24;592,838833810763;53;"informal";875,773310883393
"54";2825,88119684847;23055,5334840702;12;761,444275081617;49;"formal";1656,71703143399
"55";3375,377605616;13417,7780941393;36;710,48917234276;42;"monotributo";360,129157706637
"56";2879,42518036432;23428,9883280628;24;620,309844429749;40;"informal";889,801100890042
"57";2671,5966713764;17257,1935012326;12;756,451507810347;44;"informal";1219,17403297536
"58";1763,19786713074;16729,9312114987;48;624,066754219359;60;"formal";341,441236880022
"59";3130,32971253342;22203,296379006;36;729,391970396737;64;"monotributo";556,807326528597
"60";3872,75157521651;16411,2484363245;36;804,082584112838;36;"monotributo";380,930970475366
"61";2326,06712286208;26803,9038518524;24;519,685662467891;46;"informal";1089,39713331434
"62";3191,18981340907;19567,1531043942;24;666,982939635623;61;"monotributo";792,268026677603
"63";3188,94623728789;18096,0669295493;12;734,861198054178;45;"informal";1281,94210143108
"64";2252,9846380555;22413,7831253658;24;511,181737068215;47;"monotributo";936,901439743
"65";3513,8925400133;26418,4956835289;24;648,985157232472;63;"formal";1021,67819817938
"66";3816,16413054274;13728,3587297131;48;703,434773160281;42;"formal";294,470729948014
"67";4024,85495060711;16838,0908579924;36;640,992842188891;44;"monotributo";460,238258131873
"68";2111,99982995453;24785,1424846853;12;807,351595815286;47;"monotributo";1679,39333649192
"69";2696,68879332408;21836,8914872166;24;543,205238517198;37;"formal";872,95201087859
"70";3443,55510303226;13384,786453824;24;622,095326989661;45;"formal";536,079080131333
"71";2197,5559501244;22051,7330641794;24;673,639204493933;40;"informal";826,78222395849
"72";2775,02899232645;16720,8117688875;36;648,948503910286;35;"formal";415,812410485232
"73";4369,84178565504;10997,9355815759;48;759,80013812114;56;"informal";210,515041512961
"74";3329,91470692226;19823,4819521151;36;654,99455024548;61;"informal";519,211968253019
"75";2226,67539824787;24750,2701583439;12;669,631346228964;30;"formal";1826,16291370949
"76";2573,08070648232;27476,2829586026;12;549,237170911365;21;"informal";2167,68971433914
"77";2626,74757513924;19146,1358467702;12;570,658692989787;48;"formal";1495,74204908133
"78";4439,94527894199;21931,5128643706;36;672,821449330938;31;"formal";564,905816725133
"79";1253,8715424291;29889,1415049616;12;633,028572388942;32;"formal";2255,10023409414
"80";924,635889219616;22981,6300648543;36;698,742271515518;42;"formal";607,949547067197
"81";2567,72585238646;16904,9359960974;24;611,445393278929;25;"formal";713,647551189224
"82";2067,12407615193;21189,0423095816;24;434,546561595509;39;"monotributo";878,097220104625
"83";3162,84899216853;25789,4684056445;12;518,240246461759;31;"informal";2049,14634540301
"84";3933,30047218758;21429,2080714516;24;743,647545012532;30;"formal";789,090459979959
"85";980,135386981225;15814,0534382765;24;564,96686947633;24;"monotributo";660,779807490344
"86";2718,79915504247;19585,0923853124;24;530,589194479786;55;"formal";840,279752947654
"87";3911,07961418383;20501,8820830119;48;514,573214306774;29;"informal";465,994987413064
"88";2678,59925132554;16533,5658487416;36;537,008858603548;63;"formal";503,414296069642
"89";3716,27821243738;21182,5504510554;12;610,662712110269;30;"formal";1600,43285865212
"90";3407,14896240954;21276,5886846075;48;517,732298241591;32;"informal";473,472035439331
"91";2523,95390438376;11350,8094225538;36;682,667473562693;21;"formal";337,418537717924
"92";3354,14738613453;34442,9391074932;12;604,130778785056;61;"monotributo";2608,00165209217
"93";4430,80193456565;19532,7483954005;36;633,088365840823;54;"formal";560,925604426745
"94";3528,49444805521;20462,9288679957;48;674,526337435374;22;"monotributo";433,802521103023
"95";2750,27847706028;20998,6980303039;12;608,649065948152;30;"formal";1640,37193788757
"96";2676,21674773477;26106,6412262397;48;572,681075812348;46;"monotributo";533,573290682712
"97";3430,58425833551;19323,3703154878;36;558,450497466996;25;"informal";539,869731919207
"98";3560,46181636895;22642,7715488464;24;614,413505154213;30;"formal";901,457775082293
"99";2999,83732936366;23969,1992730006;12;817,784795737115;43;"monotributo";1646,25686150111
"100";3776,91040142312;17531,3916569033;36;613,743179174632;33;"monotributo";447,804979622746
"101";2459,90983506328;18996,3683572104;36;621,807537394183;40;"formal";526,795548912373
"102";2953,76500266261;22318,4422089003;36;649,099636191709;64;"monotributo";613,877497416609
"103";1658,0867820777;22648,6636028802;36;730,537812289838;53;"monotributo";594,607108380858
"104";3262,43049267636;23220,7744943037;12;602,230510269106;24;"formal";1805,22793593596
"105";2852,98224810594;22146,9738964244;36;586,231094465878;45;"formal";610,646834008973
"106";3360,39249770008;22013,9469646838;24;783,325759804343;41;"monotributo";783,136644965896
"107";3030,86744482554;25419,1510398188;24;638,035667486756;47;"formal";997,058040446983
"108";4539,44406695364;25084,9676228606;48;606,131005041906;38;"formal";484,563500580726
"109";1638,9569970044;25794,9154049206;12;701,67704838479;58;"monotributo";1860,51158426095
"110";2444,57477278336;14208,9956436876;24;621,039234142821;29;"informal";585,700549125057
"111";2439,35169051152;24566,3759347729;12;685,371239754719;37;"monotributo";1812,69983404211
"112";3509,90127915191;22748,3592680569;48;692,819317947258;65;"formal";467,643810464955
"113";3336,31213842417;11343,097859197;48;627,872973577229;31;"monotributo";241,412091322346
"114";1748,50374700066;16498,0049007724;48;688,719370475979;64;"monotributo";358,894821312899
"115";2641,07943844074;19317,7368394757;36;480,303647650352;46;"monotributo";576,216060516533
"116";3160,20501349747;25890,5973279124;24;489,470648081311;52;"formal";1102,07208932399
"117";2860,15236713181;15543,187774579;12;631,194137420231;24;"monotributo";1195,40468672307
"118";2580,26424514817;27343,1029478042;48;494,197667582422;51;"monotributo";566,999596998134
"119";3780,59125382515;12783,7772626517;48;772,350378265615;25;"monotributo";288,773749796542
"120";2296,95730645259;15726,6752002843;48;637,333006754091;56;"monotributo";345,549191296741
"121";3174,73422773827;23411,0191112702;36;581,870214857294;27;"informal";647,05431826588
"122";2776,51318882487;19322,0906433291;12;667,866955767882;30;"formal";1413,9213128888
"123";3902,27289644869;27307,4960512128;48;669,933388839522;30;"informal";586,963975693498
"124";2903,66149342466;16736,7568628063;48;547,02163634678;39;"formal";359,433621318166
"125";3716,53135024542;21707,046660886;12;606,745508336284;55;"formal";1666,15317226869
"126";2921,90582918801;22227,0410929929;48;808,270743685415;22;"monotributo";396,553129179621
"127";4483,6549860131;14004,2189529969;24;624,036010337006;37;"informal";554,545172822014
"128";4377,81049170567;18156,8397901194;48;515,935809793812;46;"monotributo";410,048887417383
"129";4120,74361609348;12517,0678056373;12;568,474652898528;33;"informal";982,298795534182
"130";2279,73831344562;20678,0683690239;24;629,380185599606;43;"informal";820,083746841221
"131";3433,11206351174;16945,8155953814;36;689,664274092544;44;"formal";441,379389583786
"132";2214,54444508408;23631,8206830307;48;631,299188923479;41;"informal";512,493834830503
"133";2912,54472629865;19026,9763308482;12;783,243846835212;64;"formal";1324,45971668455
"134";2151,09039716624;28005,9879139369;12;653,787386330894;40;"monotributo";2079,22148873628
"135";4892,91169508244;22265,409421552;12;604,620165282252;26;"informal";1690,39366343301
"136";3979,79912878876;26327,5753797523;12;626,472982323115;37;"monotributo";2001,75247986953
"137";3170,03617865794;17374,1293787954;24;594,857423019494;53;"formal";725,882036215997
"138";3512,71738770514;31496,9133139897;24;599,022778435371;36;"monotributo";1235,10646082584
"139";2490,8324867928;28692,5896846714;12;468,608909175633;55;"formal";2326,54230815837
"140";4310,62856843417;9903,90433915158;36;648,333122751758;40;"monotributo";292,367293266218
"141";3294,47161359816;27543,0700144006;12;670,815365143152;51;"monotributo";2025,29238147562
"142";2760,89889959173;18809,6749585594;12;748,408609509983;64;"monotributo";1331,26498620016
"143";3606,21294512939;23323,0296547548;48;665,009380067272;63;"monotributo";470,509720141943
"144";2662,42897754524;14716,5782746547;12;636,845039858311;26;"monotributo";1150,17468231609
"145";2313,29861699758;17462,9815674822;48;658,123125104847;36;"formal";355,812016081768
"146";2805,78802132154;14169,0940681586;36;710,566925605081;52;"informal";398,792229851049
"147";2384,06177996136;17990,2349962355;48;798,046785684654;64;"informal";363,495111512341
"148";4065,76178222413;7112,66144117015;36;683,402219925738;60;"informal";241,223065058217
"149";2310,79092822697;25343,698235046;48;662,421982880662;23;"formal";503,49443504677
"150";3193,32797238528;24915,486179916;48;471,078576101484;62;"monotributo";536,4593816535
"151";2561,19376154843;14521,1902952404;48;686,826110734354;39;"monotributo";315,043794865852
"152";2286,4768556935;12393,2604819532;48;660,086290061533;33;"informal";287,523372103844
"153";2066,79752158022;23327,6258817385;12;635,953109883246;53;"informal";1774,97941713809
"154";1619,94993126997;14799,5134747058;24;574,148935728195;33;"informal";605,69556107805
"155";3040,21047258716;20123,8341293207;48;584,087114381531;35;"informal";418,720874226071
"156";2036,1126403538;21116,0184478682;48;696,772839741668;28;"informal";420,596848908637
"157";3432,90995779858;15485,8483528641;12;604,268527399838;63;"formal";1186,850140082
"158";3062,29597819177;19975,5573376025;36;521,863774778669;59;"formal";549,797493310128
"159";1956,2430416169;18616,4178714062;36;621,470625387392;58;"formal";486,5624483145
"160";1612,78213700025;22006,4898511648;48;705,388576329785;46;"monotributo";438,240489619927
"161";3612,30330626335;20359,0883456271;36;529,25846821432;26;"informal";575,092597723639
"162";2842,57157156184;15394,3952916498;12;600,951926392321;39;"formal";1179,16028960493
"163";2269,47643090208;12278,615152409;48;612,954067338189;35;"monotributo";275,757014974097
"164";3283,8188617693;20285,4081497986;12;543,504273535005;50;"informal";1607,26061708491
"165";3016,32225437623;6723,66023097349;12;638,359344114013;47;"formal";520,47979453246
"166";3904,5756145926;17116,5641329288;24;781,185572308301;39;"formal";587,412742161244
"167";3575,4485388478;15730,344890454;12;551,898700812698;40;"formal";1274,59484826266
"168";2953,59143379406;13536,4469608129;12;470,252171103675;32;"formal";1172,46893734132
"169";2598,81861033904;25325,3003906193;48;610,002187402985;54;"monotributo";506,84387923557
"170";3894,12294445749;18240,8455910009;48;597,390992786587;46;"informal";405,302837098623
"171";1655,59612516345;11660,5662241977;24;586,527457265788;51;"formal";467,458414383358
"172";3065,50606141417;11850,2619171242;36;570,518827056614;30;"monotributo";320,804814822692
"173";3043,28488642312;21294,2462587075;36;644,406745612626;24;"informal";603,252036315023
"174";3972,28769837376;22114,7878905777;12;592,161880900471;32;"formal";1708,98007071372
"175";3677,48931586459;17727,7795385383;36;567,944839163452;34;"formal";517,138500395052
"176";3269,22366168944;19773,2214417788;36;681,45722303227;39;"monotributo";522,412682909551
"177";2501,07434214155;15108,8005819665;24;662,884037069252;31;"monotributo";578,509791014347
"178";2379,61854138755;25658,7034828575;24;813,72560070355;23;"monotributo";912,179541779869
"179";2780,03304886051;16474,6405333912;48;598,451777194368;59;"informal";370,267901917292
"180";3821,41864075641;29016,1536064098;12;661,426844564329;30;"informal";2145,78761721601
"181";1946,61631491251;11974,9793252137;24;611,474544827479;62;"formal";517,94055954592
"182";2956,36854373187;15492,4988876191;24;720,065739532902;55;"monotributo";567,932693738041
"183";2071,27226806634;24430,0057038303;24;646,043166920924;39;"monotributo";970,361527266453
"184";1982,3341613429;16342,9670701415;24;666,289105462905;50;"informal";641,294624016005
"185";3234,57965912143;19961,616915124;48;656,772995635125;28;"informal";411,8405705391
"186";3988,7823517504;27756,0524245242;48;629,401967286275;24;"informal";581,299768344097
"187";2200,87334929597;21488,6858052939;12;597,927789729977;27;"monotributo";1664,90560926591
"188";2550,87085017031;23130,948408084;24;687,764696084483;34;"monotributo";877,928185682977
"189";3122,89536273498;14769,8799324457;12;641,231851464596;22;"informal";1142,82620273611
"190";2938,65202520614;19343,7534186865;24;653,697531561828;38;"formal";705,057550508979
"191";4202,3155116291;24626,7998261615;12;706,334421744714;23;"monotributo";1786,79627596911
"192";2827,29249851334;15757,7848639444;24;469,099530299976;51;"formal";733,280511785804
"193";3435,09601991646;28949,3635299125;12;604,80906310579;64;"formal";2244,21391785656
"194";3559,45197020093;21307,7105921618;12;639,384604736392;36;"formal";1608,81975709969
"195";3093,42086845766;18274,9448478423;36;699,039264337841;46;"informal";497,440866761877
"196";2578,49566916022;27715,4788774534;24;705,669663907087;34;"informal";1006,4499122516
"197";2208,86721218178;23709,1768413653;36;701,776961275111;62;"monotributo";569,954702491692
"198";3169,61195801509;13498,2666966135;48;877,429231019219;21;"informal";281,833180559923
"199";2994,52173000068;21964,3629929934;24;659,480985526309;48;"informal";859,177525583858
"200";4360,66103530571;28214,3924627149;48;553,966933500664;57;"monotributo";615,363216522129
"201";4561,80675378518;19797,5542128299;12;609,642709022688;23;"monotributo";1535,61322140944
"202";2487,55140281642;13110,9994379992;36;616,987900182953;26;"monotributo";362,654407201239
"203";3963,35464470045;24248,5901338194;24;757,962860934839;63;"informal";878,957656913576
"204";2085,59814737702;16363,9782671936;12;543,294551912965;35;"informal";1313,92528608985
"205";3650,21057867476;9297,96915384542;36;773,758231687351;63;"informal";287,679764266486
"206";3791,63641933724;20592,9275941569;12;594,795606775946;55;"informal";1612,83909948687
"207";3325,63616021493;24936,4619136215;24;695,202747305272;34;"monotributo";963,907971103133
"208";3531,61931742472;20587,760392397;48;596,005528699257;64;"monotributo";422,181706945028
"209";4544,86611374941;18084,9080144385;36;873,502740670456;62;"informal";431,417151227918
"210";2568,963350416;14237,2273174094;36;790,810850315313;31;"informal";335,885167145635
"211";1164,2753558747;23059,1322097942;12;743,029050464569;26;"monotributo";1631,64940586642
"212";3252,90958380626;14385,3855963402;24;522,581337188707;29;"informal";643,535996851695
"213";3238,03565267416;12187,0890844547;24;728,375574657756;21;"formal";486,059377423171
"214";2187,80339579579;27076,4761384465;36;581,144763509096;30;"formal";713,366536522627
"215";3285,11163764086;17339,9451930967;24;627,352182268477;51;"formal";688,954346494322
"216";3415,09842865104;23500,8204276592;24;727,767955878038;45;"informal";888,542057223229
"217";2318,39541810703;25273,7701704982;48;639,495337253466;41;"formal";512,964874257617
"218";2845,94986667653;23867,4665717504;36;541,765477470067;26;"monotributo";631,755253714345
"219";3870,18970110518;18169,2650252077;36;711,093637582238;52;"informal";491,651136275695
"220";2924,82112662909;20641,6962405592;12;526,741239918609;64;"informal";1660,82551007503
"221";3224,25808596651;23572,4716838255;48;665,348620313469;34;"monotributo";481,181911451039
"222";4386,56759613225;24039,791716963;12;549,319618041566;29;"informal";1895,51747777243
"223";3533,16647239073;31775,6894119902;48;799,081689910238;24;"formal";593,952868957217
"224";2884,69855268556;14660,2395929345;24;692,135469747109;42;"monotributo";550,370058024975
"225";3080,67207683002;15075,2006475953;48;738,455987263603;58;"formal";278,625973815455
"226";4902,36911782511;12572,934380528;48;670,249995636956;21;"informal";295,513509297054
"227";1418,98046020503;20360,5324651345;24;565,933957275681;23;"monotributo";827,678198272301
"228";3124,53283344438;25245,2809573976;48;537,600741281241;60;"monotributo";544,582565840806
"229";2401,26587694133;22182,954402628;24;612,66778675317;55;"monotributo";877,544527625262
"230";1878,41485260411;19123,9585383622;12;575,395813717308;50;"monotributo";1477,20601233224
"231";2708,06400528519;20967,9622847302;12;715,089754171644;34;"formal";1532,87356101126
"232";2507,62515211188;24823,0593436657;48;739,599597308514;54;"monotributo";462,467240344771
"233";4077,05662310188;21322,1095758004;24;680,202042967688;64;"monotributo";812,582509062444
"234";2532,39288733006;14738,9117380015;36;677,493447476135;39;"formal";425,956277750569
"235";2903,70271441724;12786,5410571677;12;680,426126378409;46;"monotributo";966,304804919219
"236";2834,46131788639;23498,7635025832;36;633,592178514726;48;"formal";653,338005920424
"237";4317,06016528117;17738,3086831774;24;571,111148617717;50;"formal";683,374052934208
"238";2712,37865801486;26994,7158785979;36;664,114414514852;32;"formal";715,139697821897
"239";3269,76076514082;21188,8201067937;24;659,611417140849;22;"formal";799,487613403524
"240";3364,34336347483;23025,3496378777;12;719,295282946887;59;"monotributo";1696,01973781417
"241";2497,11192204239;20217,5435239121;24;739,014801320745;57;"monotributo";722,462389600143
"242";2713,04242673009;18906,0742485014;48;601,076356738291;23;"informal";436,823147289576
"243";3440,53316940538;22388,6153953063;36;685,625773616902;64;"monotributo";587,653529260174
"244";2457,89499760429;23719,363834829;24;709,294504377907;50;"formal";866,414388622517
"245";2044,24505476518;17405,9407386845;12;692,889591609421;33;"informal";1282,10959893248
"246";1510,792712792;21348,7134655474;36;635,155324392594;30;"informal";565,079216934513
"247";1763,82073639964;25426,0125032367;36;671,21835897531;26;"formal";637,058249517313
"248";1961,39031419544;13946,1118699357;12;633,697389775356;45;"formal";1097,20333502653
"249";2737,79289090569;12659,7315082533;48;434,746201287773;46;"monotributo";292,128042387846
"250";3142,303988766;24733,4550608622;24;611,403455283359;62;"formal";977,649220079704
"251";3665,97011986921;14557,0196670917;24;514,365971379989;47;"formal";634,970500047252
"252";4230,90967362037;24863,4284405372;12;655,837220677389;37;"informal";1847,54956955539
"253";1968,16976709595;25338,6427088914;48;692,634518561285;53;"monotributo";539,184882965192
"254";3411,18479529702;22433,3886722066;24;615,311948279403;32;"formal";870,638175439591
"255";2792,06646295869;23356,691110469;48;647,894483796317;65;"monotributo";454,68431934929
"256";3722,21184499452;17369,7456660939;48;572,346423457861;29;"informal";378,210685930828
"257";2444,99777264143;14788,6015032457;12;598,242467789758;24;"formal";1178,89057585791
"258";2317,01074157726;14434,3784001575;48;580,76409477701;37;"formal";333,309408012443
"259";3756,70265049239;18539,1865797591;36;859,68183961201;23;"informal";428,090649769698
"260";2616,59591418645;20089,3229058992;24;695,53707628325;46;"monotributo";792,974132007803
"261";3237,53958070096;23157,8322545628;36;597,201883428026;56;"formal";622,017980893821
"262";2976,2001279243;16587,4867216449;48;833,409813654781;21;"formal";348,145314877448
"263";3651,86807700716;25914,8426123492;12;602,901293099159;58;"informal";1983,42569711049
"264";3563,66736011365;21530,2553540153;48;663,637686291427;21;"formal";446,226795188242
"265";3178,55115006945;24211,7763015896;24;737,340060300424;26;"formal";889,798219731342
"266";2472,27764162559;17596,2777831792;24;783,661601331588;60;"formal";627,319862674528
"267";3491,70402761093;23686,1756649361;24;690,943168352116;38;"monotributo";883,198157412983
"268";1427,03396803491;5662,84163831785;48;600,977165271723;25;"formal";168,609672512861
"269";2446,68417319882;25925,6977326291;36;612,062235236776;24;"monotributo";732,88380131092
"270";2416,26932996548;21174,1766084742;24;549,4551717873;28;"monotributo";894,629328370017
"271";5423,82382391909;17615,4949230557;48;537,878217184738;35;"formal";398,285876571976
"272";2600,36804968742;20907,0398525322;24;602,449775663787;23;"monotributo";833,85566969258
"273";2362,52528101467;14311,976831468;48;650,265976490733;49;"monotributo";328,236314436766
"274";1329,40559116211;22684,2144993666;36;738,012417918608;29;"formal";564,367221394396
"275";1907,19246451412;21610,1415522673;24;542,676351490071;50;"informal";875,864080392559
"276";4140,77819523624;15568,9588270706;12;712,345243944296;26;"formal";1112,19348751182
"277";2468,82272692173;22526,0786525464;48;763,227786539365;58;"monotributo";428,715300882936
"278";1684,06938875293;14557,176945977;36;585,179921129944;42;"monotributo";421,711211764554
"279";3661,41932175852;20085,6354606513;48;669,006478411048;28;"formal";446,808615296693
"280";2636,70105374831;23310,3566568529;24;556,324316567564;29;"monotributo";932,428236502529
"281";2807,030101453;15655,3564941965;12;621,416367709226;44;"informal";1212,23757688574
"282";1996,41662626827;19559,5112695789;48;632,822067538446;48;"formal";419,117032962186
"283";2926,33590036181;8915,4496354508;48;693,16002252084;65;"formal";217,180747093581
"284";3297,84600732368;19294,6134972711;48;655,887842030736;27;"monotributo";387,525150300779
"285";4009,71972529013;22267,8865717438;12;716,88699224483;58;"informal";1598,02337034087
"286";4071,53891256341;11877,5006046544;12;708,151850078791;27;"monotributo";888,522197604615
"287";2992,89495551515;20342,8900695472;12;563,072394495017;33;"formal";1572,43622609635
"288";3349,35037787847;23563,2448624953;48;700,246677241653;29;"informal";474,328441168066
"289";2605,88132557758;22209,5225011099;12;610,505891375367;54;"monotributo";1719,79014374556
"290";1980,84926532057;23242,5453506889;12;583,026058725496;41;"formal";1788,60636061877
"291";4130,36116308891;11883,3639120661;48;591,182675440323;29;"monotributo";230,031129214445
"292";2613,69768017694;21786,9355703207;12;529,882797901026;21;"monotributo";1762,56974230133
"293";579,233949557713;19130,3406069916;12;688,179601690999;40;"monotributo";1437,18009905797
"294";3276,91450506796;15196,6963215223;12;821,316628128125;48;"monotributo";1043,92417598706
"295";3146,98656034558;21182,1043652051;12;620,934251496609;43;"informal";1571,67210387643
"296";3544,62037897454;22019,5898141419;48;541,465352067977;54;"formal";496,711724802475
"297";4665,7293834476;19647,5399269675;24;591,673496260727;63;"formal";807,160399122487
"298";1322,34184822932;18051,6828454176;12;692,424515770093;51;"monotributo";1339,52882323135
"299";3233,33237300841;17889,8799301922;36;580,105974456887;37;"formal";494,17508316343
"300";3307,33767989247;28046,1776352285;12;672,92406484504;50;"formal";2034,71682578261
"301";1937,71545949399;17505,0231635349;24;612,538110420442;63;"informal";706,591138323973
"302";2288,50333947922;18182,3423489617;12;752,412190934602;42;"monotributo";1286,34500902136
"303";3501,58163820589;18457,9420952736;12;609,035392496291;62;"monotributo";1418,24710927469
"304";4078,60830394552;24500,9239626828;36;652,303324379524;21;"formal";639,970131310151
"305";3352,2343408669;24019,6768936215;48;655,543735043052;27;"informal";480,990795368165
"306";2853,75475624213;23330,1182888078;36;773,913201899177;59;"formal";556,10464458061
"307";3454,12216874706;15659,8313631454;48;767,594178117848;54;"informal";334,544866308399
"308";2371,89271979727;20796,6291036716;12;760,079275155359;31;"formal";1496,82302059172
"309";2156,35929254099;16806,0678502161;48;739,682370990589;47;"monotributo";362,007252818997
"310";3240,82271897067;22779,6736192468;24;513,827918171955;62;"informal";912,094717928953
"311";1835,26018515177;15172,2467795753;48;669,264854663832;43;"monotributo";296,891217934338
"312";3039,17483869267;18019,238774688;24;599,677811730635;30;"monotributo";720,657222897034
"313";2469,22399526379;19262,8578296529;12;628,39638077271;52;"formal";1440,11563880141
"314";1866,1553863895;23537,600222912;48;702,140890062549;59;"informal";460,457873230408
"315";2412,44697045558;17489,8459094073;48;653,320769410137;63;"monotributo";349,336207314749
"316";2537,47817354488;19380,0895874617;12;731,684800330578;53;"formal";1396,48684986561
"317";2015,83241741267;14560,4373743855;36;594,989645032454;30;"formal";385,696675843929
"318";2913,24229515748;19324,3333005764;48;622,187350561081;52;"formal";404,439218001375
"319";3202,75768143131;18103,0640749049;36;602,649714916078;24;"monotributo";455,579219594847
"320";2749,84803220059;22395,8834718449;24;502,414111264867;40;"formal";939,906459292208
"321";3755,79165509855;16769,0671621906;12;581,532608873218;58;"formal";1291,99684786146
"322";3398,52853297621;19783,3359120787;48;608,495810870621;35;"formal";401,781685302796
"323";2484,01678158481;14421,9069446465;48;666,396592245776;48;"monotributo";294,31661166473
"324";3695,85611657083;24282,0659073637;12;474,144246501082;50;"formal";1973,19726630135
"325";2356,83898197879;13499,7170223809;24;626,25712029075;43;"informal";559,828399144004
"326";5295,66233818749;15005,901801085;36;600,27161989245;47;"monotributo";409,17873894824
"327";2672,18275615389;12891,3444803995;12;602,988930399184;55;"formal";1060,22458961797
"328";3521,51935757105;22670,106470888;48;671,870553600054;30;"informal";452,596639107285
"329";2184,06031391761;17032,3581558079;24;684,186202908425;54;"informal";666,908936414269
"330";2921,6833444526;9779,9558654189;12;678,905456128757;34;"formal";732,817286424158
"331";3806,025496998;15566,8329370144;12;487,71864222199;59;"formal";1293,9720825555
